trial	nz	encoder_depth	width_mult	nonlin	nsteps	bs	lr	y_loss_w	x_loss_w	recon_loss_w	seed	epochs	dev_mae	test_mae	use_block_diag	cl_of	t2d2	t3d3
0	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	500	6.415	5.111	True	8007	3754	4253
1	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	1000	5.663	4.463	True	4232	2081	2151
2	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	1500	4.357	3.615	True	722.6	349.2	373.5
3	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	2000	3.858	3.165	True	787.9	389.6	398.3
4	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	3000	3.093	2.908	True	932.5	463.5	469
5	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	4000	2.705	2.476	True	852.2	423.4	428.8
6	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2843	500	4.839	4.285	True	1401	668.8	732.2
7	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2843	1000	3.512	3.11	True	1240	807.9	431.9
12	8	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2851	1500	3.469	3.166	True	8612	5205	3407
13	11	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2854	1500	4.357	3.615	True	722.9	349.4	373.6
8	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2843	1500	2.759	2.631	True	731.5	389.8	341.7
9	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2843	2000	2.607	2.908	True	586.5	311.8	274.7
14	16	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2859	1500	3.576	3.365	True	1418	710	708.1
10	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2843	3000	2.217	2.365	True	419.5	227.4	192.1
15	20	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2863	1500	4.384	4.177	True	9533	6312	3220
11	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2843	4000	2.106	2.299	True	385.8	208.5	177.3
16	24	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2867	1500	3.369	2.955	True	1218	551.4	666.2
18	8	2	1.0	elu	40	40	0.0005956	12.3	1.49	2.19	5528	1500	5.605	4.97	True	3794	2192	1603
19	18	1	1.0	elu	120	40	0.0005137	8.06	5.03	1.1	1460	500	6.15	4.835	True	9934	4987	4947
17	32	2	1.0	elu	120	40	0.0007531	13.3	3.34	1.75	2875	1500	2.762	2.657	True	398.7	207.1	191.6
20	29	2	1.0	elu	120	40	0.0008707	6.37	3.24	1.52	5491	500	4.707	3.841	True	1.195e+04	6836	5114
21	30	3	1.0	elu	120	40	0.001604	16.3	4.27	1.06	5009	3000	2.449	2.332	True	862.8	458	404.8
22	31	2	1.0	elu	120	40	0.0004169	4.07	2.01	1.09	3133	2000	3.212	3.006	True	1018	630.2	388
23	32	2	2.0	elu	120	40	0.002039	11.2	2.14	0.853	649	4000	2.197	2.243	True	488.9	211.6	277.3
25	20	2	1.0	elu	120	40	0.0012	8.36	3.74	1.71	1286	3000	2.544	2.413	True	413	206	206.9
24	29	3	1.0	elu	120	40	0.001165	5.83	8.06	2.32	4213	4000	2.38	2.555	True	603.4	302.2	301.2
26	26	1	1.0	elu	120	40	0.0006182	10.2	4.26	3.58	3854	500	6.284	4.953	True	1.738e+04	8706	8679
27	31	2	1.0	elu	120	40	0.0006063	18.6	1.64	2.52	2354	1500	3.644	3.295	True	879.1	288.4	590.7
28	29	2	1.0	elu	120	80	0.0008361	11.5	2.02	1.27	2675	500	5.584	4.315	True	1.654e+04	8145	8390
29	30	2	1.0	elu	20	40	0.00075	10.9	3.06	0.854	2919	1500	2479	91.97	True	578.7	339.5	239.2
33	24	2	1.0	elu	120	40	0.001349	11.2	2.99	1.77	2488	1000	3.437	3.34	True	768.9	443.2	325.7
32	30	2	1.0	elu	120	40	0.0009418	12.5	1.64	2.84	3244	1500	2.913	2.716	True	2462	312	2150
30	32	2	1.0	elu	120	40	0.0003984	15.9	3.63	1.81	668	4000	2.443	2.765	True	663.7	262.3	401.4
31	28	2	1.0	elu	120	40	0.001198	6.44	5.21	1.42	316	4000	2.296	2.379	True	431.5	212.1	219.4
34	23	2	1.0	elu	120	40	0.001045	8.62	4	2.12	1201	3000	2.34	2.314	True	589.4	288.4	300.9
35	31	2	1.0	elu	120	40	0.000443	9.99	1.85	2.8	1773	1500	4.919	4.022	True	2409	1609	799.9
36	22	2	1.0	elu	120	40	0.00103	11	2.25	0.999	4017	4000	2.132	2.615	True	405.1	172.8	232.3
37	32	1	1.0	elu	120	40	0.0007968	15	5.14	2.36	804	1500	4.986	3.795	True	572.6	303.3	269.3
40	31	2	1.0	elu	120	40	0.000508	6.06	2.83	2.75	2897	1500	4.088	3.325	True	1577	741.8	834.8
39	30	2	1.0	elu	120	40	0.001124	16.3	2.92	1.53	1984	2000	2.785	2.666	True	912.8	659.8	253
38	32	2	1.0	elu	120	40	0.001035	9.52	3.9	2.9	1989	3000	2.463	2.483	True	494.5	233	261.5
42	32	2	1.0	elu	120	40	0.0005617	13.1	2.62	1.74	1021	1500	2.992	2.777	True	6415	2753	3662
44	16	2	1.0	elu	120	40	0.001418	5.96	4.95	1.22	2495	3000	2.728	2.741	True	931.1	386	545.1
41	31	2	1.0	elu	120	40	0.0008329	8.12	3.42	2.09	4374	4000	2.411	2.565	True	421.1	205.3	215.7
43	23	2	1.0	elu	120	40	0.0007302	7.71	3.38	2.06	4785	3000	2.386	2.425	True	551.9	272.1	279.7
45	27	2	1.0	elu	120	40	0.0007977	16.3	1.15	1.36	4511	4000	2.149	2.479	True	518.5	316.7	201.9
47	32	2	1.0	elu	120	40	0.001215	12.3	5.89	2.27	2683	1500	2.688	2.926	True	617.5	334	283.5
46	32	2	1.0	elu	120	40	0.0009072	10.7	6.21	1.15	2593	2000	2.783	2.974	True	2486	564	1921
48	31	2	1.0	elu	120	160	0.000487	10.8	3.12	1.68	3086	1500	5.447	3.972	True	4786	1349	3438
51	22	2	1.0	elu	120	40	0.0007382	13	5.9	2.07	1924	3000	3.208	2.888	True	2018	609.1	1409
49	29	3	1.0	elu	120	40	0.0005762	11.8	2.74	1.45	3361	3000	2.123	2.122	True	516.5	219.8	296.7
50	29	2	1.0	elu	120	40	0.0009281	17.9	2.5	1.16	2975	4000	2.097	2.02	True	349.5	161.3	188.2
52	32	2	1.0	elu	120	40	0.0007184	19.3	3.07	1.41	2460	3000	2.352	2.552	True	345.7	186.8	158.9
53	24	2	1.0	elu	120	40	0.00111	15.9	3.46	1.83	3021	1500	3.471	2.986	True	1.711e+04	9827	7282
54	31	2	1.0	elu	120	40	0.0005728	13.6	4.23	2.26	5060	1500	3.115	2.684	True	1434	752.8	681.1
55	26	2	1.0	elu	120	40	0.0008997	9.21	3.29	1.7	3749	4000	2.147	2.151	True	332.3	154.9	177.3
56	26	2	1.0	elu	120	40	0.0008772	9.75	5.96	2.02	1024	3000	2.518	2.441	True	392.9	192.8	200.1
58	31	2	1.0	elu	120	40	0.0006996	15.1	2.04	1.81	2282	1500	3.138	2.701	True	2719	437.9	2282
59	25	2	1.0	elu	120	40	0.001349	12.8	3.77	1.48	3893	4000	2.214	2.265	True	384.5	187.3	197.2
57	32	2	0.5	elu	120	40	0.0008434	9.56	1.78	2.22	3019	4000	2.574	2.392	True	344.9	171.9	172.9
60	32	2	1.0	elu	120	40	0.0008181	9.27	2.89	1.69	1778	3000	2.638	2.705	True	592.9	302.6	290.2
61	31	2	2.0	elu	120	40	0.0008567	18	2.97	1.61	1456	3000	2.071	2.143	True	515	246.2	268.8
62	30	2	1.0	elu	120	40	0.0006298	17.8	2.67	1.42	2734	3000	2.359	2.342	True	736.9	362.7	374.2
63	29	2	1.0	elu	120	40	0.0007943	16.3	2.66	1.88	2510	3000	2.373	2.275	True	544.8	298.5	246.3
64	27	2	1.0	elu	120	40	0.001069	15.1	2	1.4	3017	4000	2.148	2.096	True	349.2	174	175.3
65	31	2	1.0	elu	120	40	0.000532	18.3	4.22	0.968	1108	1500	3.517	3.097	True	3958	2947	1011
66	31	2	1.0	elu	120	40	0.0007524	5.48	2.68	1.94	3185	4000	2.573	2.825	True	483.9	177.4	306.4
68	24	2	1.0	elu	120	40	0.001457	10.1	3.7	1.53	2518	4000	2.517	2.598	True	430.6	203.3	227.3
67	31	2	1.0	elu	120	40	0.0009844	19.5	3.05	1.15	2273	4000	2.38	2.259	True	728.9	234.8	494.1
69	27	2	1.0	elu	120	40	0.0008618	16.6	2.32	0.917	3560	4000	2.004	1.951	True	380.1	165.9	214.2
70	31	2	1.0	elu	120	40	0.0005699	18.9	2.86	1.76	2338	2000	3.346	2.75	True	914.8	526.1	388.7
71	32	2	1.0	elu	120	40	0.0005523	13.7	3.97	1.8	2464	4000	2.264	2.134	True	425.5	241.8	183.7
72	32	2	1.0	elu	120	40	0.000906	17.3	3.97	1.07	2489	3000	2.719	2.724	True	430.3	214.9	215.4
73	30	2	1.0	elu	120	40	0.0007626	13.9	2.53	1.54	2903	4000	2.265	2.131	True	718.7	254.7	464
74	29	2	1.0	elu	120	40	0.0007499	19.8	3.39	1.81	1522	3000	2.252	2.07	True	384	191.9	192
76	27	2	1.0	elu	120	40	0.0007778	14.2	1.91	2.21	3032	4000	2.131	2.238	True	329.7	176.5	153.3
75	29	2	1.0	elu	120	40	0.0008416	13.6	3.76	1.13	2452	4000	2.431	2.399	True	818.4	483.4	334.9
77	23	2	1.0	elu	120	40	0.001035	18.3	2.16	1.15	2624	4000	2.168	2.183	True	363.3	198.1	165.2
78	24	2	1.0	elu	120	40	0.001289	12.1	4.81	1.59	4191	4000	2.489	2.457	True	919.7	381.1	538.5
80	24	2	1.0	elu	120	40	0.001163	16.9	2.85	1.46	2717	4000	2.106	2.266	True	320.8	163.7	157.1
79	31	2	0.5	elu	120	40	0.0007922	10	1.78	1.82	2649	4000	4.679	3.985	True	6467	3144	3323
81	27	2	1.0	elu	120	40	0.0009553	16.1	3.58	1.39	2861	4000	2.395	2.307	True	445.2	240.5	204.7
82	32	2	1.0	elu	120	40	0.0008384	13.2	4.56	1.6	1966	3000	2.521	2.658	True	1068	492.4	575.9
84	29	2	1.0	elu	120	40	0.0008775	16.2	3.14	1.2	2562	3000	2.535	2.653	True	706.7	358	348.7
83	31	2	0.5	elu	120	40	0.0009128	7.82	1.79	1.86	1780	4000	2.483	2.266	True	476.6	244.1	232.5
85	23	2	1.0	elu	120	40	0.0008422	18.8	1.43	1.69	3043	4000	2.165	2.654	True	386	186.3	199.7
86	27	2	1.0	elu	120	40	0.0009524	14.1	1.81	2.1	3116	4000	2.113	2.129	True	361.7	180.7	181
89	22	2	1.0	elu	120	40	0.0008695	14.5	2.58	1.5	2438	4000	2.198	2.169	True	696.1	347.6	348.5
87	29	2	1.0	elu	120	40	0.0007397	18.9	2.42	1.24	2342	4000	2.259	1.988	True	485.7	228.2	257.5
88	31	2	0.5	elu	120	40	0.0007056	9.72	1.74	1.8	3785	4000	2.647	2.563	True	371	181.3	189.8
92	24	2	1.0	elu	20	40	0.0009653	18.8	1.68	1.27	2625	4000	10.46	7.922	True	461.3	213.5	247.8
90	31	2	0.5	elu	120	40	0.0008317	8.4	1.99	2.32	2410	4000	5.366	4.767	True	7208	3097	4111
91	25	2	1.0	elu	120	40	0.0006865	15.9	2.34	0.92	2909	4000	3.109	2.697	True	599.7	192.2	407.5
93	25	2	1.0	elu	120	40	0.001195	16.2	2.11	1.53	2321	4000	2.412	2.654	True	647.6	354.6	293
94	29	2	1.0	elu	120	40	0.001115	15.3	3.09	1.2	2719	4000	2.349	2.373	True	596.4	309.8	286.6
96	24	2	1.0	elu	120	40	0.0009665	15.1	1.66	1.44	1904	4000	2.255	2.449	True	630.4	285.1	345.3
95	26	2	1.0	elu	120	40	0.001149	15.4	2.77	0.996	2245	4000	2.15	2.058	True	387.8	188.4	199.4
97	23	2	1.0	elu	120	40	0.001072	19.1	2.99	1.57	3156	4000	2.078	2.078	True	352.2	178.2	174.1
99	26	2	1.0	elu	120	40	0.001171	15	1.75	1.51	3691	4000	2.34	2.601	True	673.5	326.6	346.9
98	28	2	1.0	elu	120	40	0.0007633	19.3	1.93	1.68	2210	4000	2.193	2.483	True	383.4	172.7	210.7
100	30	2	1.0	elu	120	40	0.0006638	13.2	3.03	1.28	2883	3000	2.429	2.566	True	646.1	323.4	322.7
101	25	2	1.0	elu	120	40	0.0008839	16.5	2.74	1.39	1774	4000	2.714	2.431	True	432.7	210	222.8
103	23	2	1.0	elu	120	40	0.001098	17.5	2.1	1.04	2054	4000	2.154	2.31	True	384.2	187.6	196.6
102	28	2	1.0	elu	120	40	0.0009205	19.4	2.64	1.25	3719	4000	2.314	2.575	True	528.4	253.2	275.3
105	23	2	1.0	elu	120	40	0.001173	14.2	2.39	1.2	3039	4000	2.307	2.248	True	659.9	321.7	338.2
104	29	2	1.0	elu	120	40	0.0008986	16.3	2.95	1.53	3040	4000	2.132	2.165	True	339.3	162.8	176.5
106	32	2	0.5	elu	120	40	0.0007357	9.23	1.74	2.07	2139	4000	5.804	4.832	True	1116	358.2	757.6
107	25	2	1.0	elu	120	40	0.0008283	13.9	1.87	2.38	2940	4000	2.231	2.256	True	352.7	183.3	169.3
108	22	2	1.0	elu	120	40	0.001063	14.2	2.52	1.58	1995	4000	2.333	2.369	True	406	194.5	211.5
109	26	2	1.0	elu	120	40	0.001067	14.6	2.72	1.23	1887	4000	2.272	2.475	True	333	170.5	162.5
110	26	2	1.0	elu	120	40	0.001236	11.4	1.9	2.21	2388	4000	2.423	2.446	True	364.9	182.4	182.5
111	25	2	1.0	elu	120	40	0.0009998	19.4	2.61	1.59	2174	4000	2.316	2.659	True	397.4	204.1	193.3
114	21	2	1.0	elu	120	40	0.001122	17.3	2.44	0.939	2807	4000	2.375	2.269	True	696.9	335.6	361.3
112	31	2	0.5	elu	120	40	0.0008415	11.6	1.97	2.46	3266	4000	2.992	3.15	True	626.7	401	225.7
113	28	2	1.0	elu	120	40	0.001034	17.4	2.88	1.85	3148	4000	2.071	2.219	True	350.9	168.5	182.4
115	26	2	1.0	elu	120	40	0.001254	19.9	2.98	1.47	2729	4000	2.26	2.581	True	355.4	173.4	182
116	24	2	1.0	elu	120	40	0.0007632	14.9	1.82	2.14	3506	4000	2.063	2.024	True	561.2	248	313.3
117	26	2	1.0	elu	120	40	0.0007443	13.7	2.33	2.59	2350	4000	2.051	2.141	True	506.1	271.2	234.9
118	31	2	0.5	elu	120	40	0.0008946	13.3	1.61	2.35	2914	4000	2.673	2.387	True	381.5	167.1	214.4
120	27	2	1.0	elu	120	40	0.001107	13.3	2.15	1.27	3693	4000	2.302	2.356	True	486.9	254.3	232.6
119	27	2	1.0	elu	120	40	0.001007	17.2	2.1	2.23	3739	4000	2.045	2.201	True	328.2	155.8	172.4
121	27	2	1.0	elu	120	40	0.000892	12.2	1.54	2.36	2795	4000	2.421	2.409	True	558.4	243.9	314.5
122	26	2	1.0	elu	120	40	0.0009369	10.6	2.85	1.55	3816	4000	2.495	2.555	True	396	208.9	187.1
123	25	2	1.0	elu	120	40	0.001059	18.9	2.29	1.45	3811	4000	2.011	2.141	True	393.6	183.8	209.8
124	31	2	1.0	elu	120	40	0.0006701	19.6	3.42	1.5	2302	3000	2.424	2.587	True	677	359.2	317.7
125	28	2	1.0	elu	120	40	0.001118	15.6	2.15	1.56	2699	4000	2.3	2.537	True	506.5	290.4	216
126	25	2	1.0	elu	120	40	0.001205	19.6	3.23	1.76	3084	4000	2.026	2.117	True	349.7	167.8	181.9
128	26	2	1.0	elu	120	40	0.001206	18.3	3.4	1.39	3205	4000	2.023	2.096	True	523	248.7	274.3
131	22	2	1.0	elu	120	40	0.001251	17.8	3.12	1.4	3304	4000	2.527	2.799	True	548.5	286	262.5
127	31	2	1.0	elu	120	40	0.000931	13.1	3.66	1.71	2808	4000	2.332	2.385	True	380.5	188.1	192.4
129	27	2	1.0	elu	120	40	0.001028	12.9	2.51	2.21	3281	4000	2.285	2.487	True	323.3	156.8	166.4
130	27	2	1.0	elu	120	40	0.001086	19	3.07	1.58	3272	4000	2.082	2.316	True	373.3	169.4	204
132	26	2	1.0	elu	120	40	0.0009043	14.3	3.57	1.64	2657	4000	2.32	2.387	True	519	266.8	252.2
133	28	2	1.0	elu	120	40	0.000842	19.7	1.95	2.02	3888	4000	2.206	2.26	True	406.7	209.9	196.8
134	27	2	1.0	elu	120	40	0.001097	18.5	2.72	1.84	2948	4000	2.362	2.474	True	352.3	178.9	173.4
135	27	2	1.0	elu	120	40	0.0009098	16.3	2.05	1.38	2724	4000	2.164	2.051	True	340	157.8	182.3
136	25	2	1.0	elu	120	40	0.001009	14.7	2.63	1.48	3341	4000	2.286	2.563	True	797	242.3	554.6
137	23	2	1.0	elu	120	40	0.001155	16.1	3.25	1.61	2640	4000	2.311	2.526	True	404.7	199.9	204.7
139	31	2	1.0	elu	120	40	0.0009053	18	2.52	1.41	3218	4000	2.607	2.794	True	448.7	216.2	232.5
138	28	2	1.0	elu	120	40	0.0008261	18.5	2.53	1.37	3121	4000	2.198	2.086	True	362.1	181.3	180.7
140	25	2	1.0	elu	120	40	0.001187	17.8	2.63	1.59	3892	4000	2.091	2.258	True	427	223.8	203.2
141	32	2	1.0	elu	120	40	0.0008244	16.6	3.29	1.49	3326	4000	2.227	2.113	True	585.2	298.5	286.7
143	27	2	1.0	elu	120	40	0.001293	17.2	3.05	1.72	3072	4000	2.148	2.179	True	375.1	193.9	181.2
144	29	2	1.0	elu	120	40	0.001004	16.7	1.84	1.12	2198	4000	2.532	2.524	True	973	408.7	564.3
145	25	2	1.0	elu	120	40	0.001051	16.6	2.26	1.33	2713	4000	2.301	2.426	True	591.4	295.4	296
142	27	2	1.0	elu	120	40	0.0009411	16.5	2.19	2	3325	4000	2.309	2.513	True	520.2	216	304.3
146	25	2	1.0	elu	120	40	0.0009144	13.7	2.79	1.27	2311	4000	2.695	2.497	True	3.059e+04	3.004e+04	556.7
148	24	2	1.0	elu	120	40	0.001108	16.7	3.12	1.63	3568	4000	2.585	3.037	True	421.2	215.6	205.6
147	27	2	1.0	elu	120	40	0.001157	17.2	2.49	1.32	2506	4000	2.507	2.476	True	498.5	208.1	290.4
149	25	2	1.0	elu	120	40	0.001289	19.7	3.12	1.82	2132	4000	2.094	2.352	True	384.6	206.7	177.9
150	23	2	1.0	elu	120	40	0.001092	14.9	2.52	1.63	3037	4000	2.135	2.321	True	364.8	166.2	198.6
151	24	2	1.0	elu	120	40	0.001062	17.1	3.33	1.24	3085	4000	1.998	2.298	True	330.4	148.2	182.2
152	27	2	1.0	elu	120	40	0.001056	13.3	2.51	1.63	2696	4000	2.357	2.162	True	385.3	198.5	186.7
153	28	2	1.0	elu	120	40	0.0009164	16.7	2.05	2.39	2628	4000	2.483	2.375	True	486.5	267.7	218.9
154	29	2	1.0	elu	120	40	0.001162	14.6	1.79	1.45	2690	4000	2.241	2.166	True	375.6	181.8	193.7
155	26	2	1.0	elu	120	40	0.0009237	15	2.22	1.79	2691	4000	2.091	2.273	True	344.1	177.5	166.6
156	25	2	1.0	elu	120	40	0.0009348	17.2	2.74	1.67	2712	4000	2.214	2.355	True	387.2	190.4	196.8
157	24	2	1.0	elu	120	40	0.001482	17.7	2.81	1.6	2414	4000	2.301	2.385	True	314.1	159	155.1
159	23	2	1.0	elu	120	40	0.0009769	16.5	2.96	1.52	2729	4000	2.154	2.306	True	338.6	162.7	175.9
158	27	2	1.0	elu	120	40	0.001203	19.8	2.7	1.76	3889	4000	2.091	2.159	True	346.2	167.7	178.5
160	26	2	1.0	elu	120	40	0.001097	18.5	3.17	2.07	3334	4000	2.052	2.022	True	328.2	159	169.2
161	27	2	1.0	elu	120	40	0.0009049	9.6	3.2	1.74	3147	4000	2.231	2.497	True	340.1	154.1	186.1
162	25	2	1.0	elu	120	40	0.00106	19.1	3.63	1.68	3869	4000	2.382	2.211	True	393.3	176.6	216.7
163	27	2	1.0	elu	120	40	0.001009	14.6	2.59	2.14	2910	4000	2.162	2.265	True	409.9	192.4	217.6
164	29	2	1.0	elu	120	40	0.0006794	20	3.19	1.32	2695	3000	2.45	2.317	True	563.4	253.4	310
165	29	2	1.0	elu	120	40	0.0009268	13.5	1.69	1.3	2194	4000	2.008	2.051	True	424.2	176.3	247.9
167	23	2	1.0	elu	120	40	0.001285	16.1	3.55	1.26	2750	4000	1.964	1.968	True	367.5	195.4	172.1
166	27	2	1.0	elu	120	40	0.0009806	14.8	1.9	1.56	3232	4000	2.127	2.265	True	458.5	209	249.6
168	27	2	1.0	elu	120	40	0.0009825	18.1	2.27	2.27	4460	4000	2.107	2.34	True	368.7	177.2	191.5
169	27	2	1.0	elu	120	40	0.0008593	18.4	2.18	2.39	3711	4000	2.204	2.298	True	409.5	174.4	235.2
170	25	2	1.0	elu	120	40	0.001014	18.3	2.24	1.97	3636	4000	2.07	2.224	True	324.1	170.7	153.4
171	29	2	1.0	elu	120	40	0.0009229	10.4	3.59	1.63	3328	4000	2.434	2.915	True	421.3	203.9	217.4
172	26	2	1.0	elu	120	40	0.001096	15.8	3.44	2.18	3297	4000	2.338	2.681	True	316.3	151.2	165.1
175	22	2	1.0	elu	120	40	0.001107	14.7	2.83	1.39	2602	4000	2.374	2.612	True	464.6	213.4	251.2
173	31	2	1.0	elu	120	40	0.0009225	16.4	2.85	1.63	2492	4000	2.44	2.626	True	319.1	158.6	160.5
174	26	2	1.0	elu	120	40	0.001043	18.5	1.71	2.22	3573	4000	2.269	2.334	True	378.5	155	223.5
176	26	2	1.0	elu	120	40	0.0009631	18.5	3.08	1.61	3885	4000	2.526	2.538	True	459.3	220.9	238.5
177	26	2	1.0	elu	120	40	0.001225	19.1	3.25	1.81	4005	4000	2.316	2.667	True	370.8	178	192.8
178	24	2	1.0	elu	120	40	0.001162	18.9	2.6	1.89	3235	4000	2.481	2.381	True	368.8	170.8	198
179	25	2	1.0	elu	120	40	0.001176	17.7	3.19	1.51	2068	4000	2.139	2.051	True	569.7	358.5	211.2
180	28	2	1.0	elu	120	40	0.001081	19.5	3.46	1.91	3495	4000	2.238	2.099	True	351.9	184.1	167.8
182	23	2	1.0	elu	120	40	0.001282	17.1	2.8	1.46	2416	4000	2.061	2.041	True	371.3	178.2	193.2
181	32	2	1.0	elu	120	40	0.0008077	19.3	3.35	1.4	2476	3000	3.626	3.281	True	692.9	376.4	316.5
183	26	2	1.0	elu	120	40	0.0008721	14.1	2.01	2.17	2412	4000	2.17	2.334	True	328.6	162.6	165.9
184	27	2	1.0	elu	120	40	0.0008947	15	1.88	1.49	2308	4000	2.043	2.077	True	399.6	165.2	234.4
185	26	2	1.0	elu	120	40	0.0008468	7.79	2.84	1.8	3312	4000	2.209	2.19	True	442.8	241.8	201
186	28	2	1.0	elu	120	40	0.0007668	17.3	3.19	1.52	3073	4000	2.123	2.149	True	353.6	180.8	172.8
187	24	2	1.0	elu	120	40	0.00102	17.8	3.25	1.95	3461	4000	2.174	2.11	True	376.1	182.7	193.4
188	25	2	1.0	elu	120	40	0.0009862	14.5	2.86	2.5	3645	4000	2.07	2.055	True	350.9	183.7	167.1
189	28	2	1.0	elu	120	40	0.001017	16.2	3.24	2.18	3427	4000	2.099	2.214	True	413.5	220.6	192.9
191	25	2	1.0	elu	120	40	0.001132	15.5	3.4	2.13	2798	4000	2.135	2.174	True	342.4	170	172.3
190	32	2	1.0	elu	120	40	0.0009066	17.3	2.39	1.57	2156	4000	2.308	2.217	True	383.6	185.5	198.1
192	28	2	1.0	elu	120	40	0.001033	17.6	2.31	2.6	3569	4000	2.329	2.336	True	349.3	168.7	180.6
193	25	2	1.0	elu	120	40	0.0009134	15.9	2.35	2.16	2290	4000	2.393	2.374	True	399.7	190.1	209.6
194	25	2	1.0	elu	120	40	0.0009213	17.1	2.04	1.5	2602	4000	2.386	2.227	True	361.6	181.2	180.5
195	24	2	1.0	elu	120	40	0.0009292	19.5	2.21	2.12	3234	4000	2.223	2.3	True	403.3	200.5	202.8
196	26	2	1.0	elu	120	40	0.0009582	9.02	3.04	1.63	3112	4000	2.365	2.249	True	375.9	192.6	183.3
197	26	2	1.0	elu	120	40	0.0009762	16.1	3.68	2.34	3559	4000	2.148	2.127	True	400.3	191.3	209
198	25	2	1.0	elu	120	40	0.001012	15.1	2.14	1.86	2619	4000	2.239	2.161	True	346.3	166.6	179.6
200	26	2	1.0	elu	120	40	0.001247	17.6	2.33	2.14	3456	4000	2.267	2.357	True	321.6	160.7	160.9
201	26	2	1.0	elu	120	40	0.001215	19.7	3.43	2.12	3241	4000	2.197	2.517	True	346.3	171.3	175
199	27	2	1.0	elu	120	40	0.0008278	9.78	3.19	1.6	3944	4000	2.205	2.449	True	322.6	164.7	157.9
202	25	2	1.0	elu	120	40	0.0009322	16.2	2.57	2.02	3857	4000	2.168	2.477	True	360.7	180.9	179.9
203	32	2	0.5	elu	120	40	0.0009516	9.17	1.68	2.19	3063	4000	3.367	2.85	True	759.1	215.3	543.8
204	25	2	1.0	elu	120	40	0.001065	19.7	2.46	2.1	3729	4000	2.601	2.739	True	481	293.8	187.2
206	25	2	1.0	elu	120	40	0.001037	13.7	3.4	2.11	3021	4000	2.585	2.767	True	2420	404.8	2015
205	27	2	1.0	elu	120	40	0.001159	17.5	2.98	2.29	3984	4000	2.065	2.634	True	362.1	171.4	190.7
209	22	2	1.0	elu	120	40	0.0009314	15.5	3.16	1.46	2624	4000	2.204	2.253	True	354	179.4	174.6
208	25	2	1.0	elu	120	40	0.001082	17.3	2.83	2.25	2441	4000	2.076	2.376	True	371.8	176.9	195
207	32	2	1.0	elu	120	40	0.0009217	15.7	2.49	1.57	2864	4000	1.954	2.155	True	345.3	175.7	169.6
210	27	2	1.0	elu	120	40	0.0007903	8.93	3.49	1.61	3673	4000	2.492	2.683	True	371.2	190.3	180.9
211	23	2	1.0	elu	120	40	0.0009814	17.7	3.45	1.32	3312	4000	2.047	2.064	True	381.7	188.8	192.9
212	25	2	1.0	elu	120	40	0.0009741	10.4	3.82	1.68	3437	4000	2.782	2.847	True	1867	524.8	1342
213	26	2	1.0	elu	120	40	0.001481	16.4	2.11	2.25	3467	4000	2.254	2.117	True	541.5	263.8	277.7
214	26	2	1.0	elu	120	40	0.001091	15	2.42	1.22	2043	4000	2.248	2.4	True	393.9	201.7	192.3
216	27	2	1.0	elu	120	40	0.001061	16.3	3.62	2.08	2826	4000	2.311	2.242	True	492.2	272.1	220.1
215	30	2	1.0	elu	120	40	0.0008761	15.8	2.97	1.51	2560	4000	2.16	2.094	True	364.3	169.2	195
217	26	2	1.0	elu	120	40	0.0008643	14.3	2.32	1.8	2658	4000	2.451	2.583	True	861.8	409.6	452.3
218	30	2	1.0	elu	120	40	0.001032	15.6	2.53	1.59	2287	4000	2.111	2.446	True	377.7	180.8	196.9
220	22	2	1.0	elu	120	40	0.001122	15.9	3.38	1.21	3115	4000	2.374	2.572	True	658	369.3	288.7
219	27	2	1.0	elu	120	40	0.0008622	9.75	2.79	1.77	3485	4000	2.315	2.325	True	463.3	232.3	231
221	24	2	1.0	elu	120	40	0.001141	17.2	3.56	2.25	3087	4000	2.275	2.368	True	491.4	247.5	243.9
222	32	2	0.5	elu	120	40	0.0006985	9.97	1.93	2.24	2839	4000	3.412	3.506	True	746.7	370.7	376
223	29	2	1.0	elu	120	40	0.000824	14.5	3.21	1.52	3476	4000	2.382	2.803	True	407.1	194.9	212.2
225	27	2	1.0	elu	120	40	0.001346	17.9	2.46	2.06	3015	4000	2.335	2.564	True	459.4	197.7	261.7
