trial	nz	encoder_depth	width_mult	nonlin	nsteps	bs	lr	y_loss_w	x_loss_w	recon_loss_w	seed	epochs	dev_mae	test_mae	use_block_diag	cl_of	t2d2	t3d3
224	28	2	1.0	elu	120	40	0.0007601	13.3	1.8	2.1	2981	4000	2.092	2.042	True	382.3	190.3	192
228	24	2	1.0	elu	120	40	0.0009223	7.81	3.2	1.68	3971	4000	2.143	2.249	True	421.1	217.9	203.2
227	28	2	1.0	elu	120	40	0.0009686	15.4	2.91	1.46	3068	4000	2.486	2.47	True	403.9	192.3	211.6
226	27	2	1.0	elu	120	40	0.001024	15.3	2	2.19	4186	4000	2.319	2.134	True	352.8	175.2	177.6
229	31	2	0.5	elu	120	40	0.0007857	9.2	1.55	2.17	3599	4000	2.845	2.835	True	708.3	306.4	401.9
230	27	2	1.0	elu	120	40	0.0008647	14	2.25	1.3	3100	4000	2.051	2.074	True	352.6	186.4	166.2
231	26	2	1.0	elu	120	40	0.001144	17.9	3.04	2.46	3238	4000	2.295	2.615	True	376.2	180.4	195.8
232	25	2	1.0	elu	120	40	0.001084	17.9	3.22	1.16	2616	4000	2.031	2.221	True	496.8	193	303.8
233	26	2	1.0	elu	120	40	0.001043	14.6	3.16	2.48	2782	4000	2.274	2.413	True	446.8	245.6	201.3
236	24	2	1.0	elu	120	40	0.0009874	17.9	3.19	1.52	2526	4000	2.531	2.758	True	754.2	417.6	336.6
234	26	2	1.0	elu	120	40	0.00109	18.9	1.88	1.97	3151	4000	2.106	2.202	True	349.2	175.9	173.2
235	28	2	1.0	elu	120	40	0.000788	13.4	1.91	2.5	2906	4000	2.071	2.184	True	334.9	157.1	177.8
237	24	2	1.0	elu	120	40	0.0009594	16	2.4	2	3117	4000	2.264	2.394	True	362.3	163.9	198.4
238	27	2	1.0	elu	120	40	0.001086	9.34	2.43	2.15	3507	4000	2.141	2.245	True	322.8	166.1	156.7
240	28	2	1.0	elu	120	40	0.0009258	17.8	2.6	1.58	2775	4000	2.099	2.168	True	345	170.9	174
242	26	2	1.0	elu	120	40	0.001178	14	3.3	1.96	3341	4000	2.319	2.259	True	376.7	198.3	178.4
239	32	2	1.0	elu	120	40	0.001006	17.6	3.06	1.7	2509	4000	2.276	2.462	True	436	216.1	219.9
241	32	2	0.5	elu	120	40	0.0008041	9.29	1.59	2.2	2806	4000	2.482	2.224	True	959.2	584.7	374.5
244	26	2	1.0	elu	120	40	0.00125	17.1	3.22	2.33	2661	4000	2.248	2.498	True	470.1	223.3	246.9
243	31	2	1.0	elu	120	40	0.0009136	14.2	2.71	1.77	2169	4000	2.325	2.623	True	371.9	192	179.9
245	25	2	1.0	elu	120	40	0.00141	18.2	2.46	2.09	3849	4000	1.973	2.183	True	377.3	183.1	194.2
246	25	2	1.0	elu	120	40	0.0008732	9.5	3.25	1.9	3127	4000	2.501	2.505	True	434.3	230.9	203.4
250	25	2	1.0	elu	120	40	0.0008881	13.2	2	2.06	2560	4000	4.442	3.816	True	8970	6721	2249
248	28	2	1.0	elu	120	40	0.0009199	16.1	2.21	1.63	2706	4000	2.229	2.266	True	361	185.5	175.5
247	29	2	1.0	elu	120	40	0.000769	12.7	1.85	2.57	2795	4000	2.256	2.301	True	679.9	264.9	415
249	27	2	1.0	elu	120	40	0.0009388	18.2	2.72	1.39	2525	4000	2.188	2.057	True	477.9	233.6	244.3
252	25	2	1.0	elu	120	40	0.0008073	9.37	3.12	1.72	4006	4000	2.165	2.347	True	339.5	157.2	182.3
251	28	2	1.0	elu	120	40	0.0007613	15.3	1.99	2.81	3011	4000	2.219	2.467	True	436.7	251.6	185.1
253	25	2	1.0	elu	120	40	0.001085	18	2.07	2.15	4143	4000	2.34	2.426	True	414.9	226	188.9
255	25	2	1.0	elu	120	40	0.001546	17.3	2.37	1.54	2215	4000	2.425	2.901	True	451.7	239.3	212.3
254	28	2	1.0	elu	120	40	0.001107	10.3	2.83	2.08	3710	4000	2.071	2.162	True	377.3	197.9	179.5
256	28	2	1.0	elu	120	40	0.0009589	18.9	2.25	1.59	3215	4000	2.229	2.233	True	376.7	183.7	193
257	28	2	1.0	elu	120	40	0.0008563	15	1.67	2.66	2980	4000	2.041	2.133	True	362.2	184.2	178
258	27	2	1.0	elu	120	40	0.0008551	12.9	1.81	1.91	1917	4000	2.222	2.226	True	347.2	173.6	173.5
259	26	2	1.0	elu	120	40	0.001117	12.9	2.38	2.55	3411	4000	2.382	2.371	True	503.2	197.9	305.3
260	26	2	1.0	elu	120	40	0.0009262	8.98	3.76	1.76	4044	4000	2.376	2.297	True	326.2	157.1	169.2
261	25	2	1.0	elu	120	40	0.0007809	12.6	3.06	1.5	3765	4000	2.324	2.536	True	836	506	330
262	27	2	1.0	elu	120	40	0.000753	15.1	2.2	2.27	3203	4000	2.189	1.999	True	450.4	197.2	253.1
263	27	2	1.0	elu	120	40	0.001054	9.49	2.65	2.3	3269	4000	2.242	2.212	True	458.4	277.2	181.2
264	24	2	1.0	elu	120	40	0.001145	19.3	2.81	1.27	3139	4000	2.097	2.138	True	380.8	180.7	200.1
266	25	2	1.0	elu	120	40	0.0007722	9.52	3.03	1.69	3501	4000	2.278	2.524	True	364.3	172.6	191.8
265	28	2	1.0	elu	120	40	0.0009834	8.82	2.33	2.06	3761	4000	2.348	2.263	True	311.7	159.1	152.6
267	26	2	1.0	elu	120	40	0.001045	19.4	3.12	2.14	3410	4000	2.234	2.552	True	872	448.2	423.8
268	26	2	1.0	elu	120	40	0.0007373	9.89	2.83	1.89	3958	4000	2.226	2.367	True	419.2	198.8	220.3
269	30	2	1.0	elu	120	40	0.0009409	18.6	2.55	1.79	2620	4000	2.009	2.063	True	364.1	183.2	180.9
271	25	2	1.0	elu	120	40	0.001057	14.6	2.97	1.15	1776	4000	2.461	2.307	True	839.8	397.6	442.2
270	29	2	1.0	elu	120	40	0.00105	10.3	2.33	2.22	3316	4000	2.079	2.424	True	664.4	426.6	237.8
272	26	2	1.0	elu	120	40	0.00108	13.1	2.84	1.24	2293	4000	2.615	2.859	True	376	184.2	191.8
274	26	2	1.0	elu	120	40	0.0008112	10.5	3.21	1.65	4285	4000	2.233	2.386	True	699	227.3	471.7
273	27	2	1.0	elu	120	40	0.001031	9.28	3.46	1.76	4011	4000	2.433	2.488	True	346.8	164.4	182.4
275	27	2	1.0	elu	120	40	0.0008068	11.5	3.31	1.61	3341	4000	2.065	2.2	True	405.6	195.5	210.1
276	25	2	1.0	elu	120	40	0.001426	16.2	3.32	1.66	2542	4000	2.379	2.454	True	624.5	343	281.5
277	28	2	1.0	elu	120	40	0.00107	8.19	2.38	2.21	3605	4000	2.444	2.622	True	336.1	167.2	169
278	27	2	1.0	elu	120	40	0.0008638	8.57	2.94	1.5	3574	4000	2.267	2.169	True	333.6	166.4	167.2
279	25	2	1.0	elu	120	40	0.0007177	8.83	2.91	1.63	4558	4000	2.2	2.196	True	385.8	192.7	193.2
280	25	2	1.0	elu	120	40	0.0008963	9.92	3.61	1.89	4455	4000	2.353	2.722	True	423.7	222.4	201.3
282	26	2	1.0	elu	120	40	0.001008	10.7	2.49	2.2	4012	4000	3.052	3.018	True	366.9	187	180
281	25	2	1.0	elu	120	40	0.0008605	9.26	3.59	1.65	3891	4000	2.318	2.195	True	372.8	191.9	180.9
283	26	2	1.0	elu	120	40	0.0008259	13	2.18	2.06	3394	4000	2.01	2.043	True	365.8	174.6	191.2
284	27	2	1.0	elu	120	40	0.001141	8.96	1.97	2.03	3946	4000	2.77	2.811	True	321.9	154.2	167.6
285	25	2	1.0	elu	120	40	0.0009823	16.6	2.06	1.62	3792	4000	2.371	2.727	True	370.5	182.2	188.3
288	25	2	1.0	elu	120	40	0.001095	9.36	2.42	1.96	3376	4000	2.511	2.456	True	441.3	230.8	210.5
286	26	2	1.0	elu	120	40	0.0007972	8.48	2.8	1.31	3835	4000	2.403	2.369	True	688.9	341.5	347.4
287	27	2	1.0	elu	120	40	0.0008139	15.8	1.96	2.01	3066	4000	2.315	2.373	True	367.9	172.9	194.9
290	24	2	1.0	elu	120	40	0.001099	14.8	2.28	2.15	3788	4000	2.476	2.244	True	418.9	204.1	214.8
289	29	2	1.0	elu	120	40	0.001041	7.89	2.51	2.13	4276	4000	2.422	2.418	True	343	165.6	177.4
291	28	2	1.0	elu	120	40	0.001134	8.41	2.38	2.21	3566	4000	2.41	2.505	True	390.5	176.6	214
292	27	2	1.0	elu	120	40	0.001132	10.2	1.91	1.96	3657	4000	2.319	2.441	True	369	181.9	187.1
293	28	2	1.0	elu	120	40	0.001041	8.42	2.45	1.86	3831	4000	2.144	2.257	True	1643	764.9	878
294	27	2	1.0	elu	120	40	0.0009	7.09	3.48	1.53	4101	4000	2.469	2.455	True	756.5	417.7	338.8
295	27	2	1.0	elu	120	40	0.0008199	13.8	1.92	2.28	2353	4000	2.24	2.272	True	341.6	174.9	166.6
296	27	2	1.0	elu	120	40	0.0009527	15.9	3.3	1.67	3160	4000	2.346	2.264	True	795.7	203.5	592.2
297	28	2	1.0	elu	120	40	0.001135	8.66	1.88	2.29	3921	4000	2.417	2.185	True	339.8	165	174.7
298	25	2	1.0	elu	120	40	0.0009777	17.2	2.01	1.97	3651	4000	2.23	2.21	True	418	214.2	203.8
300	23	2	1.0	elu	120	40	0.001553	16.7	2.61	1.5	1880	4000	2.335	2.551	True	600.5	291.6	308.8
299	28	2	1.0	elu	120	40	0.0009152	8.45	2.61	2.43	3429	4000	2.305	2.494	True	486	262.3	223.7
302	28	2	1.0	elu	120	40	0.001024	9.21	2.33	2.17	3990	500	3.902	3.423	True	5101	2270	2831
301	27	2	1.0	elu	120	40	0.0009596	7.63	2.93	1.45	3586	4000	2.404	2.575	True	525.7	290.1	235.6
303	26	2	1.0	elu	120	40	0.0009585	16.4	1.74	2.21	2402	4000	2.36	2.43	True	1091	546.1	545.3
304	26	2	1.0	elu	120	40	0.001257	14.7	2.71	2.22	3197	4000	2.164	2.246	True	868.4	333.9	534.5
306	25	2	1.0	elu	120	40	0.0008596	9.69	2.72	1.75	4051	4000	2.535	2.535	True	704.1	321.3	382.8
305	27	2	1.0	elu	120	40	0.0007092	14.4	1.64	2.25	3613	4000	2.329	2.628	True	731.5	232.3	499.1
307	27	2	1.0	elu	120	40	0.0008785	9.03	4.53	1.95	4196	4000	2.334	2.599	True	381.4	177.7	203.7
308	25	2	1.0	elu	120	40	0.000798	9.45	3.36	1.94	3760	4000	2.367	2.707	True	462.3	228.4	233.9
