trial	nz	encoder_depth	width_mult	nonlin	nsteps	bs	lr	y_loss_w	x_loss_w	recon_loss_w	seed	epochs	dev_mae	test_mae
281	2	1	0.5	gelu	40	32	0.0003513	18.4	5.28	0.994	8874	593	8.32	9.64
282	2	1	0.5	gelu	40	32	0.0003014	18.4	7.85	0.953	8448	631	13.69	10.68
283	3	1	0.5	gelu	40	32	0.0003439	19.4	8.29	1.12	8071	401	7.948	9.293
284	4	1	0.5	gelu	40	32	0.0004244	17.8	9.86	1.24	8322	410	9.014	8.991
285	2	1	0.5	gelu	40	32	0.0006066	9.69	11.2	0.587	9659	526	9.12	9.01
286	2	1	0.5	gelu	40	32	0.0003503	17	10.6	0.824	8787	401	8.606	8.926
288	2	1	0.5	gelu	40	32	0.0003354	18.4	7.22	2.79	8947	803	14.16	10.91
287	2	1	0.5	gelu	40	32	0.0003535	15.3	11.8	0.823	9483	874	10.83	9.486
290	4	1	0.5	gelu	40	32	0.000453	15.6	9.69	0.958	8581	589	14.15	10.9
289	2	1	0.5	gelu	40	32	0.0003399	14.6	5.71	1.17	9325	918	12.06	9.93
291	3	1	0.5	gelu	40	32	0.0003393	19.4	11.6	0.946	8790	571	7.815	9.078
293	4	1	0.5	gelu	40	32	0.0005209	13	11.2	1.09	7242	401	8.181	9.522
292	3	1	0.5	gelu	40	32	0.0003253	14.2	8.72	1.01	8980	782	15.36	11.52
294	3	1	0.5	gelu	40	32	0.0003145	19	11.1	0.824	9083	531	7.925	9.265
295	3	1	0.5	gelu	40	32	0.0003116	17.3	9.92	1.29	8201	805	14.45	11.05
296	2	1	0.5	gelu	40	32	0.0004986	9.7	12.3	0.54	7155	472	7.835	8.985
297	3	1	0.5	gelu	40	32	0.0003253	16.6	10.7	0.909	8272	587	7.836	8.975
298	2	1	0.5	gelu	40	32	0.0005286	9.94	12.9	0.525	6910	688	8.255	9.583
299	2	1	0.5	gelu	40	32	0.0004617	10.5	13.9	0.513	7816	507	10.57	9.394
300	3	1	0.5	gelu	40	32	0.0003433	12.5	13.1	0.688	8680	415	8.084	8.888
301	3	1	0.5	gelu	40	32	0.0003415	18	13.5	0.846	8678	608	14.47	11.05
303	3	1	0.5	gelu	40	32	0.0003413	19	9.78	0.796	8357	625	15.08	11.38
302	3	1	0.5	gelu	40	32	0.0003005	17.1	10.5	1.01	8429	2000	34.76	27.1
304	4	1	0.5	gelu	40	32	0.0003456	16.2	10.5	1.47	9671	1249	15.24	11.45
305	4	1	0.5	gelu	40	32	0.0003382	18.6	10.5	1.01	7962	551	12.87	10.28
306	4	1	0.5	gelu	40	32	0.0003357	19	9.28	1.24	9848	401	8.053	9.401
308	2	1	0.5	gelu	40	32	0.0003442	16.5	12.4	0.907	8175	1312	15.66	11.68
307	2	1	0.5	gelu	40	32	0.0003418	19	5.93	0.832	8200	1615	15.58	11.64
309	3	1	0.5	gelu	40	32	0.0004032	19.6	11.9	0.751	8941	401	10.32	9.314
311	3	1	0.5	gelu	40	32	0.0003161	19.5	9.08	1.02	9217	1006	15.9	11.81
312	3	1	0.5	gelu	40	32	0.0003738	19.1	11.5	0.98	8504	437	7.838	9.083
310	2	1	0.5	gelu	40	32	0.0003516	15.3	4.41	1.16	8972	2000	14.62	11.3
314	4	1	0.5	gelu	40	32	0.0005058	17.6	8.71	1.27	8127	401	7.842	9.082
313	4	1	0.5	gelu	40	32	0.0003429	14.8	10.5	0.949	8386	671	11.85	9.854
315	3	1	0.5	gelu	40	32	0.0003778	17.1	11.3	0.968	8465	570	7.893	8.963
316	2	1	0.5	gelu	40	32	0.0004686	14.7	14.8	0.802	7521	818	14.18	10.92
317	4	1	0.5	gelu	40	32	0.0005478	19.7	10.4	1.14	7978	420	8.852	8.958
319	2	1	0.5	gelu	40	32	0.0003004	14.5	10.7	0.898	8315	445	8.252	8.891
318	2	1	0.5	gelu	40	32	0.0003198	16.1	13.3	0.834	8978	629	10.74	9.445
320	5	1	0.5	gelu	40	32	0.0005475	15.4	9.66	1.22	7998	401	7.899	8.915
322	2	1	0.5	gelu	40	32	0.0003659	18.9	5.77	1.26	8924	549	8.148	8.89
321	2	1	0.5	gelu	40	32	0.0003071	16.5	6.93	0.774	8088	1261	16.16	11.94
324	3	1	0.5	relu	40	32	0.000368	19.7	12.3	0.873	8245	641	13.99	10.81
323	3	1	0.5	gelu	40	32	0.0003097	16	5.63	1.19	8962	1528	14.79	9.276
325	4	1	0.5	gelu	40	32	0.0005159	19.2	7.84	1.12	8374	963	15.41	10.16
326	4	1	0.5	gelu	40	32	0.0004562	14.4	12.5	0.966	8086	1024	15.57	11.63
327	2	1	0.5	gelu	40	32	0.0003301	16.6	9.47	0.89	7611	725	8.481	8.904
328	2	1	0.5	gelu	40	32	0.0004908	9.29	14.8	1.11	9372	863	15.92	11.81
329	2	1	0.5	gelu	40	32	0.0003138	18.4	7.15	0.712	8853	863	14.82	11.24
330	2	1	0.5	gelu	40	32	0.0007208	9.33	12.8	0.544	9376	585	11.72	9.797
331	2	2	0.5	gelu	40	32	0.0003394	15.5	12	1.02	8970	741	11.13	9.573
332	2	1	0.5	gelu	40	32	0.0005113	12.5	13.6	1.1	9139	424	11.78	9.817
334	2	1	0.5	gelu	40	32	0.0004082	9.79	10.4	0.94	9270	401	10.45	9.354
333	2	1	0.5	gelu	40	32	0.000481	10.3	10.6	0.553	7104	771	12.23	10.01
336	2	1	0.5	gelu	40	32	0.0004331	11.8	12.5	0.796	7123	750	15.87	11.79
335	2	1	0.5	gelu	40	32	0.0003367	14.4	5.32	0.927	9528	1239	16.19	11.97
337	2	1	0.5	gelu	40	32	0.0004875	13.4	15.7	0.755	8539	738	8	9.336
338	4	1	0.5	gelu	40	32	0.0005634	14.7	9.63	0.893	7308	908	15.4	11.54
339	4	1	0.5	gelu	40	32	0.0003614	13.4	15.4	0.907	9846	601	12.63	10.18
340	2	1	0.5	gelu	40	32	0.0005395	10.1	11.2	0.727	7022	625	7.82	9.132
342	2	1	0.5	gelu	40	32	0.0005561	8.79	12	0.678	6912	637	15.52	11.6
341	2	1	0.5	gelu	40	32	0.0004387	13.1	15	0.556	8467	1152	15.44	11.56
343	4	1	0.5	gelu	40	32	0.0004913	17.2	7.62	1.36	7814	401	7.86	8.958
344	2	1	0.5	gelu	40	32	0.0003837	19.2	11.5	1.1	8757	489	12.37	10.05
345	4	1	0.5	gelu	40	32	0.0004942	19	10	1.41	8471	794	14.17	10.9
346	4	1	0.5	gelu	40	32	0.0004467	11.3	12.9	1	9874	742	15.28	11.47
347	2	1	0.5	gelu	40	32	0.0007119	12	16.4	0.53	9100	418	7.865	9.203
348	2	1	0.5	gelu	40	32	0.0004849	10.4	10.5	0.711	6471	509	15.24	11.45
349	2	1	0.5	gelu	40	32	0.0007182	9.53	10.3	0.562	9734	401	10.61	9.404
351	3	1	0.5	gelu	40	32	0.0003061	11.8	13	1.01	9668	401	7.968	9.287
350	3	1	0.5	gelu	40	32	0.0003164	17.8	12.6	0.938	7750	877	12.2	9.993
352	3	1	0.5	gelu	40	32	0.0003189	18.5	10.7	1.57	9321	458	8.157	8.886
353	4	1	0.5	gelu	40	32	0.0004803	12.5	13.4	0.693	9584	446	12.84	10.26
354	2	1	0.5	gelu	40	32	0.0005287	14.9	12.3	1.03	7418	401	8.926	8.979
356	4	1	0.5	gelu	40	32	0.0003875	18.4	12.1	1.1	8053	1159	15.68	11.68
357	2	1	0.5	gelu	40	32	0.0003297	18.8	7.87	0.864	7691	587	7.879	9.179
355	4	1	0.5	gelu	40	32	0.0005959	14	11.3	1.3	8075	1994	14.78	10.2
358	3	1	0.5	gelu	40	32	0.0003203	14.2	11	0.997	7822	401	7.826	9.036
360	2	1	0.5	gelu	40	32	0.0005573	9.43	11.6	0.9	6398	847	11.13	9.585
359	2	2	0.5	gelu	40	32	0.0003467	19.2	8.61	1.05	9053	1204	15.74	11.72
361	3	1	0.5	gelu	40	32	0.0003054	17.3	8.26	1.31	9671	401	8.046	9.419
362	2	2	0.5	gelu	40	32	0.0003432	19.3	6.72	1.3	9125	519	14.54	11.09
363	3	1	0.5	gelu	40	32	0.0003136	14.8	9.35	0.974	8021	645	8.526	8.917
364	3	1	0.5	gelu	40	32	0.0003221	12.6	10.5	1.2	8246	768	7.906	8.93
365	4	1	0.5	gelu	40	32	0.0005061	11.8	11.4	1.06	7999	626	12.94	10.32
367	2	1	0.5	gelu	40	32	0.0005041	10.7	15.6	0.656	6751	401	7.839	9.087
366	3	1	0.5	gelu	40	32	0.0003048	14.6	13.4	0.97	7433	1091	13.12	10.4
368	2	1	0.5	gelu	40	32	0.0005556	8.5	12.4	0.556	7514	973	15.77	11.73
369	2	1	0.5	gelu	40	32	0.0003833	16.6	13.5	1.26	8891	738	14.83	11.24
370	2	1	0.5	gelu	40	32	0.0005318	10.5	15.1	0.567	6300	442	8.345	8.894
371	2	1	0.5	gelu	40	32	0.0005772	11.9	11.4	0.818	7574	507	8.137	9.462
372	3	1	0.5	gelu	40	32	0.0005249	10.2	11.3	0.549	7552	782	14.83	11.25
373	2	1	0.5	gelu	40	32	0.0005705	10.6	9.3	0.653	6860	771	7.892	9.215
374	2	1	0.5	gelu	40	32	0.0003319	13.8	12.3	0.866	7631	641	10.47	9.361
375	3	1	0.5	gelu	40	32	0.0005543	10.2	10.5	0.857	7364	875	15.35	11.51
377	3	1	0.5	gelu	40	32	0.0003848	18.1	8.18	1.14	8680	401	7.844	8.978
376	3	1	0.5	gelu	40	32	0.0005756	13	16.9	0.659	8792	960	15.75	11.73
379	2	1	0.5	gelu	40	32	0.0005437	11.1	12.4	0.869	6878	401	7.973	9.287
378	3	1	0.5	gelu	40	32	0.0003112	14.2	12.3	0.938	8113	828	8.083	9.437
380	5	1	0.5	gelu	40	32	0.0004118	15.3	10.8	1.18	8387	401	8.325	9.637
381	3	1	0.5	gelu	40	32	0.0003829	15.2	9.35	0.906	8762	527	7.846	9.11
383	2	1	0.5	gelu	40	32	0.0003162	15.6	14	1.09	9087	827	8.911	8.973
382	2	1	0.5	gelu	40	32	0.0004936	9.73	16.4	0.704	6794	1331	14.55	11.17
384	2	1	0.5	gelu	40	32	0.0004261	11.1	14.5	0.548	6693	414	8.02	8.89
385	3	1	0.5	gelu	40	32	0.0004375	19.1	13.3	0.99	8668	979	15	11.33
386	2	1	0.5	gelu	40	32	0.0005477	10.1	15.4	0.886	6714	855	15.19	11.42
387	3	1	0.5	gelu	40	32	0.0003653	19	10.1	1.42	8610	434	7.859	8.936
389	2	1	0.5	gelu	40	32	0.0005681	9.29	10.5	0.662	7511	452	7.967	9.301
388	2	1	0.5	gelu	40	32	0.000483	9.97	18.6	0.58	7095	1123	16.19	11.96
390	4	1	0.5	gelu	40	32	0.0004268	13.7	15.1	0.766	9494	735	14.83	11.24
391	3	1	0.5	gelu	40	32	0.0003484	13.2	10.5	0.984	7341	414	7.848	8.965
392	3	1	0.5	gelu	40	32	0.0005293	11.9	12.9	0.914	7753	916	16.49	12.13
393	3	1	0.5	gelu	40	32	0.000336	13.5	9.26	1.55	8980	861	15.12	11.39
395	3	1	0.5	gelu	40	32	0.0003153	15.7	9.98	1.15	9843	1004	15.7	11.69
394	3	1	0.5	gelu	40	32	0.0003089	17.3	10.3	0.773	7811	1350	15.23	11.45
396	4	1	0.5	gelu	40	32	0.0003057	15.8	9.38	0.814	8386	632	11.97	9.898
397	2	1	0.5	gelu	40	32	0.0005003	11.4	17	0.692	6028	720	13.96	10.8
398	3	1	0.5	gelu	40	32	0.000356	13.3	9.95	1.21	9444	401	8.12	9.443
400	2	1	0.5	gelu	40	32	0.0003862	19.3	6.86	0.905	9278	401	7.839	9.002
399	3	1	0.5	gelu	40	32	0.0003001	12	10.4	0.779	7786	584	10.64	9.417
401	4	1	0.5	gelu	40	32	0.0005353	14.7	12.6	1.03	7806	843	14.52	11.1
402	4	1	0.5	gelu	40	32	0.0003158	15.6	11.2	0.956	7323	1038	15.08	11.37
404	3	1	0.5	gelu	40	32	0.0003866	17	6.31	0.864	9299	415	8.288	9.607
403	3	1	0.5	gelu	40	16	0.0003129	13.8	10.7	0.575	9952	579	16.07	11.89
405	2	1	0.5	gelu	40	32	0.0005815	9.96	9.62	0.847	6782	483	7.864	8.944
406	2	1	0.5	gelu	40	32	0.000483	9.49	11.2	0.938	6933	541	9.97	9.215
407	5	1	0.5	gelu	40	32	0.0004325	13.2	11.3	0.911	9675	411	8.455	9.721
409	4	1	0.5	gelu	40	32	0.0003018	14.3	11.9	1.15	7734	430	7.821	9.082
410	2	1	0.5	gelu	40	32	0.0003817	13.2	6.19	1.06	8933	401	7.892	9.189
408	3	1	0.5	gelu	80	32	0.0003585	18.9	12.8	1.12	8866	1365	16.2	11.99
411	2	1	0.5	gelu	40	32	0.0005383	9.23	14.7	0.703	7550	595	9.989	9.223
413	4	1	0.5	gelu	40	32	0.0003533	14.3	14.1	1.05	7307	445	8.342	8.895
412	2	1	0.5	gelu	40	32	0.000405	18.6	9.43	1.38	9057	698	9.121	10.24
414	2	1	0.5	gelu	40	32	0.0006111	11.6	12.4	0.648	6805	496	8.968	10.12
415	3	1	0.5	gelu	40	32	0.000341	15	10.9	1.65	9325	788	14.05	10.85
416	2	1	0.5	gelu	40	32	0.0003809	10.2	10	0.842	9817	458	7.944	8.902
417	4	1	0.5	gelu	40	32	0.0003033	13.2	11.5	1.53	7600	913	15.6	11.64
419	3	1	0.5	gelu	40	32	0.0003049	19.6	11.6	1.18	8192	501	9.854	9.183
418	4	1	0.5	gelu	40	32	0.0003252	18.3	12	0.942	8470	2000	15.93	9.514
420	4	1	0.5	gelu	40	32	0.0003024	14	10.7	1.17	7906	1659	261.3	6.588e+04
421	2	1	0.5	gelu	40	32	0.00032	17.9	5.24	1.02	7962	1165	15.31	11.51
423	4	1	0.5	gelu	40	32	0.0004284	15.6	10.7	1.13	7890	401	8.237	8.888
422	2	1	0.5	gelu	40	32	0.0006347	13.8	17.4	0.573	8702	630	7.791	9.037
424	4	1	0.5	gelu	40	32	0.0003157	11.9	10.9	1.01	9644	680	13.65	10.67
425	2	1	0.5	gelu	40	32	0.0006255	12.9	19.2	0.657	8568	1127	15.54	11.61
426	3	1	0.5	gelu	40	32	0.000426	10.6	12.5	0.584	7156	534	7.866	9.161
428	3	1	0.5	gelu	40	32	0.0003154	17.6	12.4	1.02	8897	582	8.371	9.682
427	2	1	0.5	gelu	40	32	0.0005132	14.4	14.1	0.523	8531	803	12.55	10.14
430	2	1	0.5	gelu	40	32	0.0003963	16.3	6.87	1.15	9471	720	14.28	10.96
429	3	1	0.5	gelu	40	32	0.0003227	15.5	12.3	1.2	7765	1192	16.12	11.92
431	2	1	0.5	gelu	40	32	0.0004512	13	12.4	0.556	7153	423	9.356	9.062
433	4	1	0.5	gelu	40	32	0.0003009	16.7	9.73	1.25	7428	401	7.867	9.152
432	2	1	0.5	gelu	40	32	0.0006113	12.7	17.4	0.523	8735	605	11.46	9.712
434	2	1	0.5	gelu	40	32	0.0004917	11.2	10.9	0.81	7266	527	8.508	8.908
435	2	1	0.5	gelu	40	32	0.0003028	19.6	9.77	0.774	8087	490	7.918	9.244
437	2	1	0.5	gelu	40	32	0.0005994	14.6	18.8	0.639	9124	401	7.906	9.232
436	2	1	0.5	gelu	40	32	0.0004625	9.02	10.6	0.683	7112	1111	16.19	11.96
439	3	1	0.5	gelu	40	32	0.00047	17	11	1.12	8264	401	7.803	9.045
438	4	1	0.5	gelu	40	32	0.0004733	17.3	13.5	1.02	9266	1104	15.39	11.53
441	2	1	0.5	gelu	40	32	0.0004172	16.3	5.45	1.06	9003	1070	16.12	11.95
440	2	1	0.5	gelu	40	32	0.000373	13.2	10.3	1.19	7795	1179	14.29	10.98
442	2	1	0.5	gelu	40	32	0.0006842	15.4	17	0.565	8441	405	10.53	9.378
443	3	1	0.5	gelu	40	32	0.0005299	10.7	13.5	0.651	7038	591	7.996	8.896
444	2	1	0.5	gelu	40	32	0.0003038	15.9	6.85	0.958	8703	811	8.252	9.581
445	2	1	0.5	gelu	40	32	0.0004674	14	10.9	0.746	7499	670	13.27	10.47
447	2	1	0.5	gelu	40	32	0.0004613	13.8	14.8	0.841	6773	1380	15.51	11.59
446	4	1	0.5	gelu	40	32	0.0003095	12.2	13	1.21	7772	1511	15.82	11.76
449	2	1	0.5	gelu	40	32	0.0003672	19.1	11	0.975	7817	420	7.951	9.333
448	4	1	0.5	gelu	40	32	0.0003012	11.8	12.7	1.03	7195	1142	16.27	12
450	2	1	0.5	gelu	40	32	0.0003458	19.4	12.5	0.689	8665	1172	16.09	11.9
451	3	1	0.5	gelu	40	32	0.0004376	13.2	10.8	1.05	8006	583	12.63	10.17
453	2	1	0.5	gelu	40	32	0.0007543	14.3	18	0.597	9051	493	11.41	9.675
454	2	3	0.5	gelu	40	32	0.0003202	15.1	5.19	1.32	8990	401	7.97	9.25
452	2	1	0.5	gelu	40	32	0.000476	15.3	15.1	0.66	7045	1390	15.91	11.81
455	2	1	0.5	gelu	40	32	0.0006162	11.6	18.9	0.712	9222	612	10.34	9.323
456	4	1	0.5	gelu	40	32	0.0005013	17	8.87	1.22	8988	401	7.865	8.949
457	3	1	0.5	gelu	40	32	0.0004748	12.7	13.9	0.956	7064	450	7.967	8.895
458	4	1	0.5	gelu	40	32	0.0003624	18.7	10.9	1.07	8776	412	8.347	9.651
459	3	1	0.5	gelu	40	32	0.0005153	18.1	12.9	1.29	8247	999	15.65	11.68
460	3	1	0.5	gelu	40	32	0.0005036	14.7	10.6	1.19	8967	1127	12.92	9.316
461	4	1	0.5	gelu	40	32	0.0003167	14	13.6	1.11	8170	422	7.997	8.903
463	2	1	0.5	gelu	40	32	0.0003014	18.8	9.07	0.835	9793	1102	13.72	10.69
464	3	1	0.5	gelu	40	32	0.000428	18.9	10.1	1.11	7904	401	8.092	8.889
462	4	1	0.5	gelu	40	32	0.0003508	13.9	11.7	1.32	7459	2000	17	9.422
465	2	1	0.5	gelu	40	32	0.0004299	10.8	13.5	1.29	8410	670	14.43	11.04
467	2	1	0.5	gelu	40	32	0.0005921	11.5	16.2	0.664	8776	512	7.94	8.901
466	2	1	0.5	gelu	40	32	0.0003081	16.5	8.1	0.527	8705	979	15.63	11.67
469	2	1	0.5	gelu	40	32	0.0007352	13.4	16.3	0.9	9392	498	11.23	9.632
468	2	2	0.5	gelu	40	32	0.0003828	14.7	4.69	1.13	9262	1061	15.55	11.62
471	3	1	0.5	gelu	40	32	0.0003755	17.9	10	0.807	7705	425	7.881	8.925
470	3	1	0.5	gelu	40	32	0.0005016	12	16.1	0.508	8523	979	15.48	11.58
473	4	1	0.5	gelu	40	32	0.0004479	14.3	16.8	1.08	9739	702	15.3	11.49
472	4	1	0.5	gelu	40	32	0.0003634	14.1	11.5	0.963	7783	921	15.51	11.6
474	2	1	0.5	gelu	40	32	0.0005041	14.9	11.3	1.18	8130	569	7.843	9.01
476	3	1	0.5	gelu	40	32	0.000368	16	10.7	1.17	8093	742	12.53	10.13
475	3	1	0.5	gelu	40	32	0.0005833	16.2	16.3	0.548	8673	1352	15.75	11.73
478	2	1	0.5	gelu	40	32	0.0003362	10.6	10.6	0.985	7219	401	8.297	9.607
477	3	1	0.5	gelu	40	32	0.0004219	13.3	13	0.68	9458	1435	15.51	11.61
480	2	1	0.5	gelu	40	32	0.0003172	15.8	6.91	1.32	9242	1157	17.49	12.67
479	3	1	0.5	gelu	40	32	0.0003762	19	12.9	1	7644	2000	16.51	9.619
481	2	1	0.5	gelu	40	32	0.0003527	16.9	6.05	0.84	8834	451	8.055	8.896
482	2	1	0.5	gelu	40	32	0.0006646	15.9	16.6	0.57	9116	609	14.64	11.14
484	2	1	0.5	gelu	40	32	0.0005849	9.89	12.2	1.05	7289	435	8.274	8.89
483	3	1	0.5	relu	40	32	0.0004207	17.6	11.5	0.891	8097	1372	15.88	11.79
485	2	1	0.5	gelu	40	32	0.0004901	12.8	12.5	0.835	7870	1086	15.94	11.82
486	3	1	0.5	gelu	40	32	0.0005124	16.7	12	0.818	8427	401	7.83	9.13
487	2	1	0.5	gelu	40	32	0.0005567	11.6	11.5	0.533	7162	401	7.841	9.06
488	2	1	0.5	elu	40	32	0.0004739	10.1	13.3	0.653	7221	423	7.818	8.98
489	2	1	0.5	gelu	40	32	0.0006112	15.8	19.6	0.81	8669	508	8.044	8.892
490	3	1	0.5	gelu	40	32	0.0005009	9.11	12	0.51	6653	555	11.85	9.847
491	5	1	0.5	gelu	40	32	0.0003193	15.3	12.9	1.21	7674	401	8.159	9.507
492	2	1	0.5	gelu	40	32	0.0005563	10.4	11.8	1.02	9342	610	8.327	9.643
494	3	1	0.5	gelu	40	32	0.0004537	16.2	11.5	1.2	8174	893	13.27	10.47
495	5	1	0.5	gelu	40	32	0.0005304	16.6	10.5	1.23	8655	550	14.83	11.24
493	6	1	0.5	gelu	40	32	0.0005298	13.7	11.4	1.07	7807	1998	42.67	40.44
496	2	1	0.5	elu	40	32	0.0004831	10.5	14.3	0.768	7667	401	7.837	9.072
497	4	1	0.5	gelu	40	32	0.0004952	16.6	10.6	0.833	8253	721	15.52	11.61
498	2	1	0.5	gelu	40	32	0.0004979	18.8	12.6	1.01	8133	826	15.67	11.69
499	2	1	0.5	elu	40	32	0.0004918	9.31	12.7	0.75	6983	641	8.053	9.393
500	3	3	0.5	gelu	40	32	0.0003188	17.2	8.72	1.29	9165	602	7.854	9.157
502	2	1	0.5	gelu	40	32	0.0003002	17.5	5.58	1.93	8424	484	7.835	8.96
501	2	1	0.5	gelu	40	32	0.0005131	13	9.94	0.665	7012	863	8.249	9.574
503	3	1	0.5	gelu	40	32	0.0004934	16.2	8.97	1.05	8752	519	13.3	10.48
504	2	1	0.5	gelu	40	32	0.000304	19.8	5.08	0.869	8748	641	8.022	9.36
506	2	1	0.5	elu	40	16	0.0004722	9.85	12.6	0.601	7364	449	10.06	9.244
507	3	1	0.5	gelu	40	32	0.000331	13.6	15	0.999	7918	707	14.59	11.13
505	2	1	0.5	elu	40	32	0.0004547	8.71	14.9	0.725	7587	2000	34.17	29.29
508	2	1	0.5	gelu	40	32	0.0003054	17.7	4.59	1.02	9417	401	7.911	8.912
510	2	1	0.5	elu	40	32	0.0004694	12.2	14.2	0.674	8056	823	7.838	9.078
509	3	1	0.5	gelu	40	32	0.0006839	12	16.1	0.628	8799	997	15.25	11.47
511	2	1	0.5	elu	40	32	0.0004411	9.38	13	0.634	6679	888	21.87	14.49
512	2	1	0.5	gelu	40	32	0.0003274	10.1	12.5	0.889	9946	851	10.6	9.406
514	3	1	0.5	gelu	40	32	0.000549	14.5	13.6	0.855	8092	435	7.98	8.897
515	2	1	0.5	gelu	40	32	0.0003002	15.9	5.98	3.83	8736	496	8.487	9.769
513	3	1	0.5	elu	40	32	0.0004752	10	15.9	0.775	7867	1085	16.37	12.07
516	2	1	0.5	elu	40	32	0.0004047	10.9	14	0.737	7755	467	8.471	9.759
517	3	1	0.5	gelu	40	32	0.0004456	14.9	11.8	1.09	7450	447	9.311	9.062
519	3	1	0.5	gelu	40	32	0.0006067	18	11.7	0.952	8734	419	7.773	8.525
518	2	1	0.5	gelu	40	32	0.0003232	19.9	5.83	1.92	8150	898	8.254	9.586
520	2	1	0.5	gelu	40	32	0.0004999	17	14.5	0.753	8532	453	9.075	9.002
521	3	1	0.5	gelu	40	32	0.0006634	16.1	11.7	0.961	9120	401	8.08	9.414
522	4	1	0.5	gelu	40	32	0.0006688	17.4	11.6	0.986	8446	412	8.528	8.915
524	4	1	0.5	gelu	40	32	0.000406	16.9	11.2	0.949	9686	546	13.62	10.64
523	2	1	0.5	gelu	40	32	0.0003605	11.2	8.76	0.99	9907	1395	16.22	11.98
525	2	1	0.5	gelu	40	32	0.0006295	13.8	18.7	0.582	7893	825	14.82	11.23
527	2	1	0.5	gelu	40	32	0.0005859	15.2	15.4	0.68	8901	401	8.522	8.91
526	3	1	0.5	gelu	40	32	0.0005257	17.8	12.7	0.854	8259	656	13.56	10.63
528	2	1	0.5	gelu	40	32	0.000314	16.5	5.23	1.66	8639	401	7.988	9.32
530	2	1	0.5	gelu	40	32	0.0003358	17	5.05	3.2	8060	401	7.813	9.089
529	2	1	0.5	gelu	40	32	0.0006332	15.5	11	0.876	8821	1438	15.45	11.57
531	3	1	0.5	gelu	40	32	0.0004694	19	12.5	0.787	8708	1452	15.2	11.44
532	3	1	0.5	gelu	40	32	0.0005708	18.7	10.8	1.01	8756	664	14.5	11.08
533	2	1	0.5	gelu	40	32	0.0003186	15.6	4.7	3.05	8599	871	7.783	9.01
534	4	2	0.5	gelu	40	32	0.0005298	15.2	10.5	1.15	7695	1194	15.83	11.77
536	3	1	0.5	gelu	40	32	0.0006162	18.1	11.8	0.731	8328	540	13.39	10.52
537	3	2	0.5	gelu	40	32	0.0003655	18.4	12.3	0.838	9432	888	15.63	11.66
535	2	1	0.5	gelu	40	32	0.0003088	16.6	5.56	4.43	8068	2000	16.01	11.92
538	3	2	0.5	gelu	40	32	0.0003371	18.7	10.1	0.862	8606	590	7.833	8.999
539	2	1	0.5	gelu	40	32	0.0003195	17.8	5.45	2.49	8809	674	8.715	8.934
540	3	1	0.5	gelu	40	32	0.0005157	17.9	13.3	1.06	8851	1090	15.63	11.67
541	2	1	0.5	gelu	40	32	0.0003163	16.4	6.45	2.24	8433	991	16.43	12.09
542	2	1	0.5	gelu	40	32	0.0003503	17.7	4.99	3.06	8120	442	7.816	9.062
543	2	1	0.5	gelu	40	32	0.000697	15.4	13.8	0.577	8449	1250	15.02	11.35
544	3	3	0.5	gelu	40	32	0.0003272	17.9	9.91	0.914	8566	1215	15.03	11.35
546	2	1	0.5	gelu	40	32	0.0003562	17.3	4.39	1.23	9819	502	7.816	9.014
547	2	1	0.5	gelu	40	32	0.0003186	15.5	4.75	2.84	8393	423	7.859	8.984
545	3	1	0.5	gelu	40	32	0.0005212	15.6	11.5	0.858	8702	1962	19.51	12.03
548	4	1	0.5	gelu	40	32	0.0003138	19.1	14.6	1.11	8576	1042	14.97	11.31
549	3	1	0.5	gelu	40	32	0.0003091	14.8	11.1	1.12	6969	598	8.122	8.887
551	3	1	0.5	gelu	40	32	0.0006564	18.6	8.3	0.972	8768	842	15.75	11.74
550	2	1	0.5	gelu	40	32	0.0003175	18.8	3.9	1.31	9564	972	10.41	11.15
552	2	1	0.5	gelu	40	32	0.0003702	15.5	4.4	1.14	9751	401	8.133	8.885
553	3	2	0.5	gelu	40	32	0.0003134	19.9	11.6	1	8610	870	13.17	10.42
554	4	1	0.5	gelu	40	32	0.0003319	17.4	12	1.3	7559	663	7.973	8.907
555	3	1	0.5	gelu	40	32	0.0005763	11.8	15.1	0.547	8842	401	8.192	8.885
556	2	1	0.5	gelu	40	32	0.0003468	14.8	4.32	6.88	9004	401	7.958	9.269
557	2	1	0.5	gelu	40	32	0.0003652	15.3	4.86	3.45	8746	531	8.462	9.753
558	2	1	0.5	gelu	40	32	0.0003851	17.4	5.09	3.12	7246	497	8.552	8.911
560	2	2	0.5	gelu	40	32	0.0004919	11.5	10.7	0.744	6875	533	13.64	10.64
559	2	2	0.5	gelu	40	32	0.0005439	9.52	9.82	0.685	7323	698	7.84	9.091
562	2	1	0.5	gelu	40	32	0.0003339	17.3	5.17	1.36	7920	821	12.96	10.35
561	2	1	0.5	gelu	40	32	0.0003432	13.3	5.33	1.78	8530	1286	16.56	12.19
564	2	3	0.5	gelu	40	32	0.0005613	10.8	12.5	0.715	6888	533	8.049	9.391
563	2	1	0.5	gelu	40	32	0.0003178	18.1	4.38	2.96	7582	1461	16.17	11.96
566	2	2	0.5	gelu	40	32	0.0006298	10.6	11.3	0.891	6712	655	8.552	8.912
565	4	2	0.5	gelu	40	32	0.0003829	19.5	10.5	0.901	8796	1634	24.08	17.67
